timestamp,power,nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity
2019/1/12 1:15,3.296312,230.46,194.9,1.09,40.4
2019/1/12 1:30,3.850433,260.71,223.26,1.7,39.38
2019/1/12 1:45,2.429609,303.8,263.91,2.31,37.64
2019/1/12 2:00,5.285465,330.8,289.51,2.84,35.87
2019/1/12 2:15,6.010086,368.39,325.28,3.37,34.39
2019/1/12 2:30,6.933621,391.34,347.2,3.79,32.34
2019/1/12 2:45,7.857157,422.4,376.92,4.24,30.99
2019/1/12 3:00,8.496528,440.74,394.5,4.64,30.38
2019/1/12 3:15,9.221148,464.5,417.32,5.07,29.88
2019/1/12 3:30,9.519521,477.68,429.99,5.38,29.09
2019/1/12 3:45,9.562146,493.19,444.9,5.71,28.37
2019/1/12 4:00,9.817894,500.61,452.04,6.05,27.8
2019/1/12 4:15,9.974185,507.52,458.69,6.4,27.15
2019/1/12 4:30,9.931561,509.48,460.57,6.81,26.36
2019/1/12 4:45,9.974185,508.45,459.6,7.25,25.19
2019/1/12 5:00,9.945768,504.96,456.27,7.74,24.12
2019/1/12 5:15,9.761061,495.41,447.1,8.24,23.05
2019/1/12 5:30,9.590562,486.23,438.28,8.71,22.18
2019/1/12 5:45,9.150106,468.1,420.87,9.1,21.47
2019/1/12 6:00,8.354445,453.09,406.45,9.4,21
2019/1/12 6:15,8.269196,426.51,380.94,9.53,21.07
2019/1/12 6:30,7.686658,406.38,361.65,9.51,21.84
2019/1/12 6:45,7.246202,372.92,329.68,9.33,23.21
2019/1/12 7:00,6.53579,348.54,306.44,9.06,24.89
2019/1/12 7:15,5.612255,308.99,268.89,8.72,26.88
2019/1/12 7:30,4.36193,280.76,242.19,8.33,29.16
2019/1/12 7:45,3.679934,235.95,200.09,7.87,31.59
2019/1/12 8:00,2.756399,204.72,170.98,7.39,33.75
2019/1/12 8:15,1.747614,156.4,126.46,6.93,36.32
2019/1/12 8:30,0.994577,123.6,96.78,6.45,39.26
2019/1/12 8:45,0.497288,74.68,53.83,5.77,41.99
2019/1/12 9:00,0.184707,43.41,27.97,5.19,43.71
2019/1/12 9:15,0,4.16,1.05,4.64,45.08
2019/1/12 9:30,0,0,0,4.3,45.8
2019/1/12 9:45,0,0,0,4.09,45.87
2019/1/12 10:00,0,0,0,3.94,45.39
2019/1/12 10:15,0,0,0,3.84,44.45
2019/1/12 10:30,0,0,0,3.69,43.69
2019/1/12 10:45,0,0,0,3.5,42.83
2019/1/12 11:00,0,0,0,3.25,41.96
2019/1/12 11:15,0,0,0,2.91,41.2
2019/1/12 11:30,0,0,0,2.52,40.59
2019/1/12 11:45,0,0,0,2.23,39.69
2019/1/12 12:00,0,0,0,2.04,38.6
2019/1/12 12:15,0,0,0,1.95,37.5
2019/1/12 12:30,0,0,0,1.92,36.49
2019/1/12 12:45,0,0,0,1.98,35.47
2019/1/12 13:00,0,0,0,2.06,34.63
2019/1/12 13:15,0,0,0,2.07,34.24
2019/1/12 13:30,0,0,0,2.01,34.21
2019/1/12 13:45,0,0,0,1.88,34.42
2019/1/12 14:00,0,0,0,1.75,34.66
2019/1/12 14:15,0,0,0,1.61,34.91
2019/1/12 14:30,0,0,0,1.44,35.3
2019/1/12 14:45,0,0,0,1.19,35.98
2019/1/12 15:00,0,0,0,1.01,36.44
2019/1/12 15:15,0,0,0,0.88,36.81
2019/1/12 15:30,0,0,0,0.72,37.33
2019/1/12 15:45,0,0,0,0.55,37.93
2019/1/12 16:00,0,0,0,0.89,35.37
2019/1/12 16:15,0,0,0,0.89,35.16
2019/1/12 16:30,0,0,0,0.86,35.15
2019/1/12 16:45,0,0,0,0.74,35.48
2019/1/12 17:00,0,0,0,0.59,36.01
2019/1/12 17:15,0,0,0,0.41,36.79
2019/1/12 17:30,0,0,0,0.16,37.96
2019/1/12 17:45,0,0,0,-0.12,39.22
2019/1/12 18:00,0,0,0,-0.34,40.31
2019/1/12 18:15,0,0,0,-0.5,41.13
2019/1/12 18:30,0,0,0,-0.62,41.61
2019/1/12 18:45,0,0,0,-0.69,41.8
2019/1/12 19:00,0,0,0,-0.72,41.78
2019/1/12 19:15,0,0,0,-0.72,41.48
2019/1/12 19:30,0,0,0,-0.72,41.1
2019/1/12 19:45,0,0,0,-0.72,40.82
2019/1/12 20:00,0,0,0,-0.75,40.66
2019/1/12 20:15,0,0,0,-0.8,40.6
2019/1/12 20:30,0,0,0,-0.85,40.54
2019/1/12 20:45,0,0,0,-0.92,40.47
2019/1/12 21:00,0,0,0,-0.98,40.41
2019/1/12 21:15,0,0,0,-1.04,40.37
2019/1/12 21:30,0,0,0,-1.08,40.22
2019/1/12 21:45,0,0,0,-1.08,39.92
2019/1/12 22:00,0,0,0,-1.05,39.51
2019/1/12 22:15,0,0,0,-1.02,39.06
2019/1/12 22:30,0,0,0,-0.99,38.61
2019/1/12 22:45,0,0,0,-0.95,38.13
2019/1/12 23:00,0,0,0,-0.93,37.7
2019/1/12 23:15,0,0,0,-0.91,37.32
2019/1/12 23:30,0,0,0,-0.91,37
2019/1/12 23:45,0,2.03,0.29,-0.92,36.77
2019/1/13 0:00,0.440455,25.72,14.55,-0.85,36.52
2019/1/13 0:15,1.307158,71.77,51.41,-0.58,36.05
2019/1/13 0:30,2.358568,104.6,79.9,-0.24,35.66
2019/1/13 0:45,3.452602,154.41,124.66,0.27,35.07
2019/1/13 1:00,4.504012,187.24,154.77,0.78,34.79
2019/1/13 1:15,5.56963,235.09,199.23,1.4,34.33
2019/1/13 1:30,6.86258,265.72,227.96,2.03,34.01
2019/1/13 1:45,7.885573,309.31,269.09,2.73,33.44
2019/1/13 2:00,8.865942,336.55,294.92,3.44,32.81
2019/1/13 2:15,9.462688,374.39,330.94,4.17,31.65
2019/1/13 2:30,9.718436,397.44,352.95,4.78,28.43
2019/1/13 2:45,9.931561,428.52,382.67,5.26,27.28
2019/1/13 3:00,10.11627,446.76,400.15,5.67,25.66
2019/1/13 3:15,10.24414,470.24,422.68,5.91,24.33
2019/1/13 3:30,10.37202,483.18,435.11,6.13,22.27
2019/1/13 3:45,10.41464,498.51,449.84,6.25,20.85
2019/1/13 4:00,10.48568,505.99,457.03,6.32,20.36
2019/1/13 4:15,10.54251,513.09,463.87,6.31,20.05
2019/1/13 4:30,10.59935,515.06,465.77,6.25,19.92
2019/1/13 4:45,10.54251,513.8,464.54,6.18,19.91
2019/1/13 5:00,10.42885,510.08,460.98,6.13,20.03
2019/1/13 5:15,10.30097,500.17,451.45,6.13,20.39
2019/1/13 5:30,10.21572,490.71,442.35,6.16,20.99
2019/1/13 5:45,10.14468,472.36,424.71,6.19,21.78
2019/1/13 6:00,10.03102,457.45,410.4,6.22,22.62
2019/1/13 6:15,9.77527,431.3,385.32,6.23,23.27
2019/1/13 6:30,9.505313,411.44,366.31,6.24,23.6
2019/1/13 6:45,8.610193,378.15,334.51,6.25,23.79
2019/1/13 7:00,7.374077,353.72,311.24,6.26,23.95
2019/1/13 7:15,6.493166,313.99,273.5,6.24,24.13
2019/1/13 7:30,5.612255,285.61,246.66,6.22,24.31
2019/1/13 7:45,4.75976,240.56,204.31,6.17,24.53
2019/1/13 8:00,3.750975,209.12,174.98,6.12,24.77
2019/1/13 8:15,2.699566,160.43,130.08,5.98,25.48
2019/1/13 8:30,1.548698,127.38,100.12,5.72,27.61
2019/1/13 8:45,1.122451,77.98,56.63,5.18,29.89
2019/1/13 9:00,0.312581,46.31,30.26,4.73,31.31
2019/1/13 9:15,0,5.83,1.8,4.23,32.62
2019/1/13 9:30,0,0,0,3.82,33.84
2019/1/13 9:45,0,0,0,3.47,34.9
2019/1/13 10:00,0,0,0,3.17,35.77
2019/1/13 10:15,0,0,0,2.9,36.58
2019/1/13 10:30,0,0,0,2.67,37.2
2019/1/13 10:45,0,0,0,2.48,37.72
2019/1/13 11:00,0,0,0,2.3,38.22
2019/1/13 11:15,0,0,0,2.17,38.55
2019/1/13 11:30,0,0,0,2.07,38.8
2019/1/13 11:45,0,0,0,1.97,39.05
2019/1/13 12:00,0,0,0,1.83,39.47
2019/1/13 12:15,0,0,0,1.67,39.93
2019/1/13 12:30,0,0,0,1.49,40.51
2019/1/13 12:45,0,0,0,1.32,41.05
2019/1/13 13:00,0,0,0,1.18,41.48
2019/1/13 13:15,0,0,0,1.05,41.79
2019/1/13 13:30,0,0,0,0.95,42.06
2019/1/13 13:45,0,0,0,0.85,42.23
2019/1/13 14:00,0,0,0,0.79,42.27
2019/1/13 14:15,0,0,0,0.76,42.23
2019/1/13 14:30,0,0,0,0.72,42.21
2019/1/13 14:45,0,0,0,0.69,42.19
2019/1/13 15:00,0,0,0,0.65,42.21
2019/1/13 15:15,0,0,0,0.6,42.26
2019/1/13 15:30,0,0,0,0.55,42.33
2019/1/13 15:45,0,0,0,0.5,42.47
2019/1/13 16:00,0,0,0,0.55,37.63
2019/1/13 16:15,0,0,0,0.38,38.4
2019/1/13 16:30,0,0,0,0.21,39.19
2019/1/13 16:45,0,0,0,0.03,39.97
2019/1/13 17:00,0,0,0,-0.12,40.65
2019/1/13 17:15,0,0,0,-0.25,41.19
2019/1/13 17:30,0,0,0,-0.35,41.49
2019/1/13 17:45,0,0,0,-0.43,41.69
2019/1/13 18:00,0,0,0,-0.5,41.82
2019/1/13 18:15,0,0,0,-0.56,41.91
2019/1/13 18:30,0,0,0,-0.58,41.86
2019/1/13 18:45,0,0,0,-0.58,41.74
2019/1/13 19:00,0,0,0,-0.56,41.52
2019/1/13 19:15,0,0,0,-0.55,41.28
2019/1/13 19:30,0,0,0,-0.56,41.03
2019/1/13 19:45,0,0,0,-0.56,40.79
2019/1/13 20:00,0,0,0,-0.58,40.57
2019/1/13 20:15,0,0,0,-0.61,40.37
2019/1/13 20:30,0,0,0,-0.68,40.22
2019/1/13 20:45,0,0,0,-0.74,40.07
2019/1/13 21:00,0,0,0,-0.83,40.03
2019/1/13 21:15,0,0,0,-0.93,39.99
2019/1/13 21:30,0,0,0,-1,39.77
2019/1/13 21:45,0,0,0,-1.04,39.36
2019/1/13 22:00,0,0,0,-1.04,38.83
2019/1/13 22:15,0,0,0,-1.04,38.29
2019/1/13 22:30,0,0,0,-1.04,37.84
2019/1/13 22:45,0,0,0,-1.04,37.48
2019/1/13 23:00,0,0,0,-1.05,37.17
2019/1/13 23:15,0,0,0,-1.05,36.86
2019/1/13 23:30,0,0,0,-1.07,36.6
2019/1/13 23:45,0,2.34,0.37,-1.09,36.43
2019/1/14 0:00,0.198915,25.93,14.58,-1.07,36.25
2019/1/14 0:15,0.582538,71.65,51.17,-0.98,35.97
2019/1/14 0:30,1.165076,104.32,79.52,-0.85,35.65
2019/1/14 0:45,1.918113,153.98,124.15,-0.62,35.48
2019/1/14 1:00,3.026355,186.76,154.22,-0.37,35.01
2019/1/14 1:15,3.964099,234.63,198.7,-0.01,35.34
2019/1/14 1:30,4.731344,265.31,227.48,0.33,36.01
2019/1/14 1:45,5.598047,309,268.72,0.58,36.1
2019/1/14 2:00,7.160953,336.33,294.64,0.89,36.5
2019/1/14 2:15,8.326029,374.27,330.77,1.1,36.06
2019/1/14 2:30,8.340237,397.37,352.82,1.41,35.87
2019/1/14 2:45,9.547937,428.55,382.66,1.75,35.64
2019/1/14 3:00,9.704228,446.91,400.25,2.1,35.46
2019/1/14 3:15,9.931561,470.53,422.93,2.48,35.39
2019/1/14 3:30,10.0026,483.57,435.45,2.88,35.02
2019/1/14 3:45,10.04523,499,450.3,3.24,32.53
2019/1/14 4:00,10.07364,506.48,457.49,3.57,30.54
2019/1/14 4:15,10.25835,513.43,464.16,3.88,29.45
2019/1/14 4:30,9.803686,515.22,465.88,4.2,28.63
2019/1/14 4:45,9.434272,513.67,464.39,4.49,28.04
2019/1/14 5:00,9.917352,509.8,460.66,4.78,27.51
2019/1/14 5:15,9.789477,499.73,450.97,5.06,27.07
2019/1/14 5:30,9.675812,490.21,441.82,5.35,26.95
2019/1/14 5:45,9.349022,471.81,424.13,5.61,26.97
2019/1/14 6:00,8.894359,456.85,409.76,5.84,27.19
2019/1/14 6:15,8.624402,430.59,384.57,6.01,27.54
2019/1/14 6:30,3.665726,410.65,365.47,6.15,28
2019/1/14 6:45,3.537852,377.27,333.57,6.24,28.55
2019/1/14 7:00,4.916051,352.84,310.27,6.33,29.09
2019/1/14 7:15,3.253687,313.17,272.59,6.41,29.53
2019/1/14 7:30,4.305097,284.92,245.86,6.52,29.73
2019/1/14 7:45,2.244902,240.12,203.75,6.64,29.77
2019/1/14 8:00,1.889696,208.69,174.44,6.8,30.16
2019/1/14 8:15,2.202277,159.69,129.33,6.77,32
2019/1/14 8:30,1.605531,125.52,98.52,6.55,32.94
2019/1/14 8:45,0.880911,75.88,54.97,6.08,34.45
2019/1/14 9:00,0.48308,44.52,28.83,5.51,36.27
2019/1/14 9:15,0,6.75,2.26,4.7,39.01
2019/1/14 9:30,0,0,0,3.71,42.73
2019/1/14 9:45,0,0,0,3.06,45.28
2019/1/14 10:00,0,0,0,2.83,45.57
2019/1/14 10:15,0,0,0,2.87,44.28
2019/1/14 10:30,0,0,0,2.8,43.56
2019/1/14 10:45,0,0,0,2.53,43.62
2019/1/14 11:00,0,0,0,2.33,42.79
2019/1/14 11:15,0,0,0,2.21,41.31
2019/1/14 11:30,0,0,0,2.21,39.36
2019/1/14 11:45,0,0,0,2.17,37.81
2019/1/14 12:00,0,0,0,1.98,37.31
2019/1/14 12:15,0,0,0,1.71,37.82
2019/1/14 12:30,0,0,0,1.42,38.89
2019/1/14 12:45,0,0,0,1.13,40.07
2019/1/14 13:00,0,0,0,0.86,40.76
2019/1/14 13:15,0,0,0,0.6,41
2019/1/14 13:30,0,0,0,0.31,41.31
2019/1/14 13:45,0,0,0,0.09,41.2
2019/1/14 14:00,0,0,0,-0.08,40.58
2019/1/14 14:15,0,0,0,-0.26,39.87
2019/1/14 14:30,0,0,0,-0.44,39.13
2019/1/14 14:45,0,0,0,-0.66,38.67
2019/1/14 15:00,0,0,0,-0.95,38.78
2019/1/14 15:15,0,0,0,-1.28,38.96
2019/1/14 15:30,0,0,0,-1.63,38.93
2019/1/14 15:45,0,0,0,-1.98,38.61
2019/1/14 16:00,0,0,0,-1.87,31.98
2019/1/14 16:15,0,0,0,-2.12,31.4
2019/1/14 16:30,0,0,0,-2.36,30.85
2019/1/14 16:45,0,0,0,-2.62,30.53
2019/1/14 17:00,0,0,0,-2.85,30.25
2019/1/14 17:15,0,0,0,-3.09,30.11
2019/1/14 17:30,0,0,0,-3.27,30.04
2019/1/14 17:45,0,0,0,-3.45,30.16
2019/1/14 18:00,0,0,0,-3.62,30.31
2019/1/14 18:15,0,0,0,-3.78,30.46
2019/1/14 18:30,0,0,0,-3.95,30.56
2019/1/14 18:45,0,0,0,-4.12,30.55
2019/1/14 19:00,0,0,0,-4.31,30.59
2019/1/14 19:15,0,0,0,-4.47,30.69
2019/1/14 19:30,0,0,0,-4.63,30.87
2019/1/14 19:45,0,0,0,-4.76,31.07
2019/1/14 20:00,0,0,0,-4.88,31.23
2019/1/14 20:15,0,0,0,-5,31.46
2019/1/14 20:30,0,0,0,-5.09,31.73
2019/1/14 20:45,0,0,0,-5.19,32.34
2019/1/14 21:00,0,0,0,-5.26,32.76
2019/1/14 21:15,0,0,0,-5.33,33.14
2019/1/14 21:30,0,0,0,-5.4,33.57
2019/1/14 21:45,0,0,0,-5.46,33.55
2019/1/14 22:00,0,0,0,-5.52,33.39
2019/1/14 22:15,0,0,0,-5.64,33.43
2019/1/14 22:30,0,0,0,-5.78,33.57
2019/1/14 22:45,0,0,0,-5.94,33.87
2019/1/14 23:00,0,0,0,-6.07,34
2019/1/14 23:15,0,0,0,-6.18,34.03
2019/1/14 23:30,0,0,0,-6.29,34.09
2019/1/14 23:45,0,2.89,0.57,-6.38,34.19
2019/1/15 0:00,0.738828,28.16,16.43,-6.39,34.52
2019/1/15 0:15,1.832863,75.76,54.9,-6.24,34.23
2019/1/15 0:30,2.941106,109.44,84.23,-6,34.66
2019/1/15 0:45,3.907266,160.4,130.13,-5.67,33.15
2019/1/15 1:00,5.455964,193.95,160.95,-5.52,31.16
2019/1/15 1:15,6.692081,242.84,206.42,-5.3,30.3
2019/1/15 1:30,7.34566,274.14,235.79,-5.12,28.57
2019/1/15 1:45,8.553361,318.64,277.81,-4.91,28.02
2019/1/15 2:00,9.079065,346.47,304.22,-4.69,26.73
2019/1/15 2:15,9.363231,385.13,341.04,-4.51,25.08
2019/1/15 2:30,9.817894,408.69,363.52,-4.31,24.4
2019/1/15 2:45,10.24414,440.49,393.95,-4.1,23.48
2019/1/15 3:00,10.40043,459.19,411.88,-3.96,22.54
2019/1/15 3:15,10.64197,483.36,435.07,-3.78,21.98
2019/1/15 3:30,10.79826,496.79,447.97,-3.59,21.61
2019/1/15 3:45,10.82668,512.82,463.4,-3.4,21.21
2019/1/15 4:00,10.92614,520.72,471,-3.24,20.79
2019/1/15 4:15,10.94034,528.26,478.27,-3.1,20.42
2019/1/15 4:30,10.98297,530.38,480.3,-2.98,20.15
2019/1/15 4:45,10.94034,529.19,479.17,-2.88,19.98
2019/1/15 5:00,10.8551,525.48,475.61,-2.79,19.87
2019/1/15 5:15,10.75564,515.58,466.09,-2.69,19.79
2019/1/15 5:30,10.64197,506.11,456.98,-2.6,19.72
2019/1/15 5:45,10.41464,487.7,439.29,-2.52,19.63
2019/1/15 6:00,10.40043,472.68,424.86,-2.45,19.54
2019/1/15 6:15,10.21572,446.24,399.49,-2.41,19.48
2019/1/15 6:30,9.959976,426.1,380.2,-2.38,19.44
2019/1/15 6:45,9.377439,392.3,347.9,-2.37,19.42
2019/1/15 7:00,8.15553,367.51,324.25,-2.37,19.43
2019/1/15 7:15,8.326029,327.14,285.89,-2.38,19.49
2019/1/15 7:30,7.374077,298.29,258.58,-2.39,19.59
2019/1/15 7:45,5.939044,252.43,215.41,-2.42,19.81
2019/1/15 8:00,4.958676,220.4,185.46,-2.44,20.09
2019/1/15 8:15,3.31052,170.72,139.53,-2.55,20.54
2019/1/15 8:30,2.301735,136.93,108.78,-2.68,21.09
2019/1/15 8:45,0.48308,86.25,63.87,-2.91,22.02
2019/1/15 9:00,0.184707,53.45,36.17,-3.21,23.31
2019/1/15 9:15,0,9.92,4,-3.66,24.76
2019/1/15 9:30,0,0,0,-4.02,25.95
2019/1/15 9:45,0,0,0,-4.24,26.83
2019/1/15 10:00,0,0,0,-4.39,27.36
2019/1/15 10:15,0,0,0,-4.48,27.68
2019/1/15 10:30,0,0,0,-4.54,27.77
2019/1/15 10:45,0,0,0,-4.55,27.75
2019/1/15 11:00,0,0,0,-4.59,27.88
2019/1/15 11:15,0,0,0,-4.59,28.05
2019/1/15 11:30,0,0,0,-4.54,28.08
2019/1/15 11:45,0,0,0,-4.53,28.49
2019/1/15 12:00,0,0,0,-4.5,28.61
2019/1/15 12:15,0,0,0,-4.42,28.56
2019/1/15 12:30,0,0,0,-4.38,28.69
2019/1/15 12:45,0,0,0,-4.33,28.74
2019/1/15 13:00,0,0,0,-4.34,28.9
2019/1/15 13:15,0,0,0,-4.3,28.99
2019/1/15 13:30,0,0,0,-4.29,29.36
2019/1/15 13:45,0,0,0,-4.34,30
2019/1/15 14:00,0,0,0,-4.42,30.7
2019/1/15 14:15,0,0,0,-4.47,31.3
2019/1/15 14:30,0,0,0,-4.53,31.83
2019/1/15 14:45,0,0,0,-4.58,32.3
2019/1/15 15:00,0,0,0,-4.6,32.67
2019/1/15 15:15,0,0,0,-4.61,32.9
2019/1/15 15:30,0,0,0,-4.61,33
2019/1/15 15:45,0,0,0,-4.61,33.07
2019/1/15 16:00,0,0,0,-3.82,18.61
2019/1/15 16:15,0,0,0,-3.82,18.72
2019/1/15 16:30,0,0,0,-3.84,20.12
2019/1/15 16:45,0,0,0,-3.88,20.42
2019/1/15 17:00,0,0,0,-3.95,21.35
2019/1/15 17:15,0,0,0,-4,22.28
2019/1/15 17:30,0,0,0,-4.06,22.92
2019/1/15 17:45,0,0,0,-4.06,23.48
2019/1/15 18:00,0,0,0,-4.11,23.87
2019/1/15 18:15,0,0,0,-4.14,23.82
2019/1/15 18:30,0,0,0,-4.15,24.07
2019/1/15 18:45,0,0,0,-4.25,24.4
2019/1/15 19:00,0,0,0,-4.36,24.92
2019/1/15 19:15,0,0,0,-4.5,25.47
2019/1/15 19:30,0,0,0,-4.64,26.02
2019/1/15 19:45,0,0,0,-4.78,26.4
2019/1/15 20:00,0,0,0,-4.9,26.62
2019/1/15 20:15,0,0,0,-5.01,26.66
2019/1/15 20:30,0,0,0,-5.13,26.57
2019/1/15 20:45,0,0,0,-5.24,26.45
2019/1/15 21:00,0,0,0,-5.32,26.3
2019/1/15 21:15,0,0,0,-5.42,26.14
2019/1/15 21:30,0,0,0,-5.5,26
2019/1/15 21:45,0,0,0,-5.56,25.86
2019/1/15 22:00,0,0,0,-5.63,25.7
2019/1/15 22:15,0,0,0,-5.69,25.54
2019/1/15 22:30,0,0,0,-5.77,25.5
2019/1/15 22:45,0,0,0,-5.85,25.53
2019/1/15 23:00,0,0,0,-5.95,25.53
2019/1/15 23:15,0,0,0,-6.07,25.69
2019/1/15 23:30,0,0,0,-6.2,25.91
2019/1/15 23:45,0,3.41,0.77,-6.32,26.19
2019/1/16 0:00,0.667787,29.22,17.27,-6.33,26.48
2019/1/16 0:15,1.633948,77.39,56.42,-6.09,26.35
2019/1/16 0:30,2.82744,111.42,86.15,-5.78,26.65
2019/1/16 0:45,4.077765,162.91,132.63,-5.27,27.03
2019/1/16 1:00,5.32809,196.81,163.84,-4.64,27.02
2019/1/16 1:15,6.521582,246.2,209.84,-3.89,24.65
2019/1/16 1:30,7.629825,277.81,239.54,-3.4,21.24
2019/1/16 1:45,8.652819,322.78,282.06,-3.01,19.08
2019/1/16 2:00,9.363231,350.94,308.8,-2.74,18.09
2019/1/16 2:15,9.746853,390.1,346.13,-2.43,17.55
2019/1/16 2:30,10.0026,413.99,368.97,-2.12,16.97
2019/1/16 2:45,10.25835,446.27,399.89,-1.82,16.38
2019/1/16 3:00,10.45726,465.29,418.15,-1.54,15.72
2019/1/16 3:15,10.61356,489.91,441.81,-1.24,15.37
2019/1/16 3:30,10.6988,503.61,454.99,-0.93,15.1
2019/1/16 3:45,10.81247,519.97,470.75,-0.61,14.85
2019/1/16 4:00,10.92614,528.04,478.53,-0.28,14.55
2019/1/16 4:15,10.96876,535.83,486.04,0.05,14.2
2019/1/16 4:30,10.92614,538.1,488.24,0.38,13.79
2019/1/16 4:45,10.91193,537.1,487.28,0.7,13.41
2019/1/16 5:00,10.81247,533.49,483.82,1,13.05
2019/1/16 5:15,10.72722,523.71,474.41,1.27,12.76
2019/1/16 5:30,10.61356,514.31,465.36,1.52,12.51
2019/1/16 5:45,10.45726,495.99,447.74,1.75,12.31
2019/1/16 6:00,10.28677,481.03,433.36,1.96,12.13
2019/1/16 6:15,10.01681,454.56,407.96,2.14,11.98
2019/1/16 6:30,9.718436,434.35,388.58,2.29,11.86
2019/1/16 6:45,9.277981,400.36,356.05,2.41,11.77
2019/1/16 7:00,8.624402,375.36,332.19,2.51,11.75
2019/1/16 7:15,7.686658,334.66,293.45,2.59,11.79
2019/1/16 7:30,6.734706,305.56,265.87,2.68,12.02
2019/1/16 7:45,5.65488,259.28,222.23,2.76,12.82
2019/1/16 8:00,4.489804,226.94,191.94,2.81,14.15
2019/1/16 8:15,3.196854,176.7,145.38,2.62,16.3
2019/1/16 8:30,2.045987,142.46,114.1,2.33,17.27
2019/1/16 8:45,1.2077,90.96,68.22,1.94,17.91
2019/1/16 9:00,0.625163,57.48,39.71,1.56,18.75
2019/1/16 9:15,0.198915,12.43,5.66,1.13,19.61
2019/1/16 9:30,0,0,0,0.71,20.64
2019/1/16 9:45,0,0,0,0.29,21.72
2019/1/16 10:00,0,0,0,-0.12,22.74
2019/1/16 10:15,0,0,0,-0.44,23.51
2019/1/16 10:30,0,0,0,-0.65,23.9
2019/1/16 10:45,0,0,0,-0.75,24
2019/1/16 11:00,0,0,0,-0.77,23.91
2019/1/16 11:15,0,0,0,-0.74,23.72
2019/1/16 11:30,0,0,0,-0.72,23.52
2019/1/16 11:45,0,0,0,-0.7,23.37
2019/1/16 12:00,0,0,0,-0.73,23.37
2019/1/16 12:15,0,0,0,-0.8,23.55
2019/1/16 12:30,0,0,0,-0.91,23.9
2019/1/16 12:45,0,0,0,-1.05,24.44
2019/1/16 13:00,0,0,0,-1.23,25.25
2019/1/16 13:15,0,0,0,-1.44,26.33
2019/1/16 13:30,0,0,0,-1.64,27.49
2019/1/16 13:45,0,0,0,-1.82,28.52
2019/1/16 14:00,0,0,0,-1.97,29.39
2019/1/16 14:15,0,0,0,-2.08,30.02
2019/1/16 14:30,0,0,0,-2.14,30.41
2019/1/16 14:45,0,0,0,-2.18,30.67
2019/1/16 15:00,0,0,0,-2.21,30.89
2019/1/16 15:15,0,0,0,-2.26,31.14
2019/1/16 15:30,0,0,0,-2.32,31.41
2019/1/16 15:45,0,0,0,-2.39,31.69
2019/1/16 16:00,0,0,0,-1.77,18.19
2019/1/16 16:15,0,0,0,-1.76,17.92
2019/1/16 16:30,0,0,0,-1.75,17.75
2019/1/16 16:45,0,0,0,-1.78,17.81
2019/1/16 17:00,0,0,0,-1.86,18.11
2019/1/16 17:15,0,0,0,-2.01,18.67
2019/1/16 17:30,0,0,0,-2.28,19.83
2019/1/16 17:45,0,0,0,-2.65,21.41
2019/1/16 18:00,0,0,0,-3,23.12
2019/1/16 18:15,0,0,0,-3.29,24.62
2019/1/16 18:30,0,0,0,-3.5,25.73
2019/1/16 18:45,0,0,0,-3.61,26.35
2019/1/16 19:00,0,0,0,-3.69,26.69
